1		101325		1.19311		289.077		19.416		0
2		101325		1.19297		289.11		19.416		0
3		101325		1.19311		289.077		19.416		0
4		101325		1.19848		287.78		19.416		0
5		101325		1.20368		286.538		19.416		0
6		101325		1.2044		286.366		19.416		0
7		101325		1.20447		286.349		19.416		0
8		101325		1.20455		286.33		19.416		0
9		101325		1.20473		286.288		19.416		0
10		101325		1.20483		286.265		19.416		0
11		101325		1.20503		286.218		19.416		0
12		101325		1.20533		286.146		19.416		0
13		101325		1.20549		286.107		19.416		0
14		101325		1.20548		286.109		19.416		0
15		101325		1.20539		286.132		19.416		0
16		101325		1.20526		286.162		19.416		0
17		101325		1.20525		286.165		19.416		0
18		101325		1.20529		286.154		19.416		0
19		101325		1.2053		286.152		19.416		0
20		101325		1.20518		286.182		19.416		0
21		101325		1.205		286.225		19.416		0
22		101325		1.20486		286.257		19.416		0
23		101325		1.20482		286.266		19.416		0
24		101325		1.2048		286.271		19.416		0
25		101325		1.20461		286.316		19.416		0
26		101325		1.20975		285.1		19.416		0
27		101325		1.20975		285.1		19.416		0
28		101325		1.20454		286.332		19.416		0
29		101325		1.20472		286.291		19.416		0
30		101325		1.20478		286.276		19.416		0
31		101325		1.20482		286.266		19.416		0
32		101325		1.20483		286.263		19.416		0
33		101325		1.20485		286.26		19.416		0
34		101325		1.20491		286.245		19.416		0
35		101325		1.20503		286.217		19.416		0
36		101325		1.20512		286.196		19.416		0
37		101325		1.20514		286.19		19.416		0
38		101325		1.20509		286.202		19.416		0
39		101325		1.20507		286.207		19.416		0
40		101325		1.2051		286.201		19.416		0
41		101325		1.2052		286.177		19.416		0
42		101325		1.20522		286.172		19.416		0
43		101325		1.20501		286.222		19.416		0
44		101325		1.20473		286.288		19.416		0
45		101325		1.20452		286.338		19.416		0
46		101325		1.20431		286.388		19.416		0
47		101325		1.20427		286.397		19.416		0
48		101325		1.20421		286.412		19.416		0
49		101325		1.20346		286.591		19.416		0
50		101325		1.19827		287.831		19.416		0
51		101325		1.19297		289.11		19.416		0
52		14858.8		0.261622		193.324		223.497		-44.4719
53		61989.7		0.846801		249.181		0		0
54		62840.1		0.850064		251.629		0		0
55		56868		0.792009		244.407		0		0
56		58227.6		0.801146		247.396		0		0
57		56278.6		0.781799		245.033		0		0
58		57315.7		0.78963		247.074		0		0
59		56309		0.779971		245.74		0		0
60		56913.5		0.784547		246.93		0		0
61		56384		0.779665		246.164		0		0
62		56631.1		0.7813		246.725		0		0
63		56209.6		0.777358		246.131		0		0
64		56289.1		0.777633		246.392		0		0
65		56072.6		0.775491		246.122		0		0
66		55850.1		0.772923		245.96		0		0
67		55621.7		0.770575		245.701		0		0
68		55452.8		0.768664		245.563		0		0
69		55194.8		0.765946		245.288		0		0
70		54780.1		0.761663		244.814		0		0
71		54366.3		0.757463		244.312		0		0
72		54060.5		0.754193		243.991		0		0
73		53733.7		0.750589		243.681		0		0
74		53028.1		0.74331		242.836		0		0
75		52205.8		0.734916		241.801		0		0
76		51670.1		0.729145		241.214		0		0
77		51239.9		0.724163		240.851		0		0
78		50362.1		0.714737		239.847		0		0
79		49047.3		0.701053		238.144		0		0
80		48034.2		0.690165		236.905		0		0
81		47429.5		0.682916		236.406		0		0
82		46552.3		0.67269		235.561		0		0
83		45099		0.656697		233.764		0		0
84		43484		0.639108		231.596		0		0
85		42428.2		0.626624		230.475		0		0
86		41630.4		0.616365		229.905		0		0
87		40344.2		0.600778		228.583		0		0
88		38495.7		0.579133		226.261		0		0
89		37168.8		0.564173		224.256		0		0
90		35883		0.546915		223.329		0		0
91		33215.8		0.512248		220.72		0		0
92		31325		0.488604		218.228		0		0
93		30043.5		0.473094		216.162		0		0
94		29057.5		0.460689		214.697		0		0
95		28365.8		0.451175		214.006		0		0
96		27762.6		0.442363		213.628		0		0
97		26973.9		0.431494		212.787		0		0
98		25961.3		0.418336		211.241		0		0
99		24972.3		0.405653		209.547		0		0
100		24300		0.39661		208.555		0		0
101		24003		0.391818		208.525		0		0
102		24049.2		0.39118		209.266		0		0
103		24127		0.390682		210.212		0		0
104		24019.8		0.387926		210.764		0		0
105		24080.8		0.387545		211.507		0		0
106		24478.4		0.390952		213.126		0		0
